id,ext,agr,con,ner,open,about,activities,books,city,followers_count,friends_count,groups,interests,is_closed,movies,music,quotes,relation,sex,status,tv,video_count,wall_count
559884959,0.77,0.87,0.83,0.8,0.83,0,0,0,33,1.0,4.0,2,0,0,0,0,0,0.0,1,0,0,0.0,1.0
398648753,0.9,0.8,0.83,0.9,0.67,0,0,0,0,57.0,0.0,412,0,0,0,0,0,0.0,1,24,0,16.0,3.0
476451567,0.47,0.53,0.53,0.9,0.7,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0.0,2,15,0,0.0,0.0
318148006,0.6,0.8,0.8,0.47,0.63,0,0,0,100,3.0,6.0,1,0,0,0,0,0,0.0,1,51,0,0.0,5.0
290348816,0.57,0.87,0.7,0.83,0.7,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0.0,1,0,0,0.0,0.0
456565464,0.67,0.7,0.7,0.83,0.73,0,0,0,1114287,27.0,59.0,106,0,0,0,0,0,0.0,1,0,0,0.0,0.0
389927950,0.8,0.73,0.7,0.73,0.77,0,0,0,642,0.0,0.0,0,0,1,0,0,0,0.0,1,77,0,0.0,0.0
389927950,0.8,0.73,0.7,0.73,0.77,0,0,0,642,0.0,0.0,0,0,1,0,0,0,0.0,1,77,0,0.0,0.0
389927950,0.8,0.73,0.7,0.73,0.77,0,0,0,642,0.0,0.0,0,0,1,0,0,0,0.0,1,77,0,0.0,0.0
389927950,0.97,1.0,0.97,0.97,1.0,0,0,0,642,0.0,0.0,0,0,1,0,0,0,0.0,1,77,0,0.0,0.0
389927950,0.97,1.0,0.97,0.97,1.0,0,0,0,642,0.0,0.0,0,0,1,0,0,0,0.0,1,77,0,0.0,0.0
389927950,0.97,1.0,0.97,0.97,1.0,0,0,0,642,0.0,0.0,0,0,1,0,0,0,0.0,1,77,0,0.0,0.0
389927950,0.2,0.2,0.2,0.2,0.2,0,0,0,642,0.0,0.0,0,0,1,0,0,0,0.0,1,77,0,0.0,0.0
389927950,0.2,0.2,0.2,0.2,0.2,0,0,0,642,0.0,0.0,0,0,1,0,0,0,0.0,1,77,0,0.0,0.0
389927950,0.2,0.2,0.2,0.2,0.2,0,0,0,642,0.0,0.0,0,0,1,0,0,0,0.0,1,77,0,0.0,0.0
165279311,0.47,0.7,0.73,0.83,0.6,0,0,0,21855,21.0,29.0,13,0,0,0,0,0,6.0,2,0,0,466.0,0.0
262493961,0.87,0.8,0.6,0.53,0.93,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0.0,2,36,0,0.0,0.0
465419797,0.57,0.63,0.67,0.53,0.87,0,0,1,104,52.0,40.0,456,1,0,1,1,1727,1.0,2,69,17,7.0,551.0
537324608,0.77,0.6,0.63,0.7,0.6,12,1,1,93,11.0,50.0,22,1,0,1,1,190,5.0,1,48,5,0.0,27.0
364270355,0.53,0.63,0.53,0.57,0.77,0,0,0,0,8.0,25.0,41,0,0,0,0,0,0.0,2,51,0,50.0,34.0
536460037,0.8,0.67,0.53,0.93,0.7,0,0,0,2,0.0,0.0,0,0,1,0,0,0,0.0,1,25,0,0.0,0.0
355266949,0.57,0.73,0.57,0.67,0.83,0,0,0,72,0.0,0.0,0,0,1,0,0,0,0.0,2,0,0,0.0,0.0
379262653,0.63,0.6,0.63,0.7,0.83,0,0,0,0,183.0,53.0,136,0,0,0,0,0,0.0,2,3,0,63.0,7.0
420495286,0.67,0.63,0.67,0.63,0.83,0,0,0,3962,82.0,53.0,202,0,0,0,0,0,0.0,2,25,0,10.0,455.0
505467535,0.53,0.8,0.8,0.73,0.6,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0.0,2,0,0,0.0,0.0
556893461,0.57,0.8,0.8,0.77,0.83,0,0,0,12945,1.0,57.0,69,0,0,0,0,0,7.0,2,35,0,2.0,36.0
556893461,0.57,0.8,0.8,0.77,0.83,0,0,0,12945,1.0,57.0,69,0,0,0,0,0,7.0,2,35,0,2.0,36.0
556893461,0.67,0.27,0.73,0.67,0.73,0,0,0,12945,1.0,57.0,69,0,0,0,0,0,7.0,2,35,0,2.0,36.0
556893461,0.67,0.27,0.73,0.67,0.73,0,0,0,12945,1.0,57.0,69,0,0,0,0,0,7.0,2,35,0,2.0,36.0
524987367,0.37,0.77,0.63,0.9,0.7,0,0,0,0,62.0,17.0,61,0,0,0,0,0,0.0,1,62,0,99.0,67.0
489228051,0.67,0.63,0.6,0.63,0.67,0,0,0,0,86.0,102.0,26,0,0,0,0,0,0.0,2,0,0,33.0,3.0
525651788,0.63,0.77,0.7,0.87,0.6,0,0,0,1133,0.0,12.0,1,0,0,0,0,0,0.0,1,0,0,0.0,3.0
248170099,0.87,0.93,0.7,0.73,0.97,0,0,0,0,529.0,84.0,132,0,0,0,0,0,0.0,2,63,0,1511.0,6632.0
368430601,0.77,0.87,0.8,0.83,0.83,0,0,0,0,78.0,208.0,290,0,0,0,0,0,0.0,1,10,0,21.0,1.0
19244087,0.73,0.8,0.77,0.63,0.8,0,0,0,169,18.0,193.0,13,0,0,0,0,0,0.0,2,115,0,19.0,68.0
311593374,0.87,0.9,0.8,0.6,0.77,0,0,0,147,6.0,46.0,13,0,0,0,0,0,0.0,1,15,0,7.0,13.0
529449643,0.77,0.6,0.67,0.63,0.77,0,0,0,0,3.0,0.0,56,0,0,0,0,0,0.0,1,0,0,2.0,1.0
559132077,0.77,0.7,0.67,0.6,0.8,0,0,0,130,0.0,0.0,0,0,1,0,0,0,0.0,1,0,0,0.0,0.0
525591319,0.53,0.73,0.63,0.6,0.67,0,0,0,0,113.0,94.0,274,0,0,0,0,0,0.0,1,11,0,0.0,3.0
545407512,0.6,0.8,0.97,0.4,0.8,0,0,0,6429,2.0,84.0,70,0,0,0,0,0,0.0,2,0,0,5.0,2.0
488930104,0.6,0.6,0.7,0.73,0.93,0,0,0,635,0.0,0.0,0,0,1,0,0,0,0.0,1,5,0,0.0,0.0
363877302,0.53,0.73,0.7,0.57,0.7,0,0,0,0,229.0,58.0,260,0,0,0,0,0,0.0,2,44,0,311.0,1.0
548067088,0.7,0.7,0.7,0.67,0.63,0,0,0,0,0.0,1.0,1,0,0,0,0,0,0.0,1,0,0,0.0,0.0
180885205,0.83,0.73,0.6,0.8,0.73,0,0,2,147,201.0,224.0,423,0,0,1,1,0,0.0,1,28,0,101.0,15.0
560261268,0.67,0.7,0.6,0.7,0.63,0,0,0,0,3.0,5.0,6,0,0,0,0,0,0.0,1,0,0,14.0,11.0
520422266,0.63,0.7,0.6,0.87,0.73,0,0,0,0,0.0,50.0,34,0,0,0,0,0,0.0,1,28,0,1.0,7.0
160909977,0.6,0.83,0.73,0.87,0.73,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0.0,1,32,0,0.0,0.0
193881854,0.37,0.57,0.5,0.83,0.83,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0.0,1,0,0,0.0,0.0
437422007,0.77,0.73,0.77,0.47,0.83,0,0,0,122,842.0,54.0,186,0,0,0,0,0,0.0,1,14,0,119.0,2.0
527735905,0.7,0.77,0.77,0.57,0.8,0,0,0,158,6.0,44.0,37,0,0,0,0,0,0.0,2,0,0,5.0,2.0
544515565,0.73,0.53,0.57,0.67,0.67,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0.0,1,3,0,0.0,0.0
548057633,0.63,0.73,0.77,0.87,0.77,0,0,0,0,2.0,21.0,87,0,0,0,0,0,0.0,2,37,0,0.0,15.0
348876554,0.77,0.83,0.73,0.77,0.93,0,0,0,123,52.0,223.0,325,0,0,0,0,0,0.0,1,1,0,118.0,67.0
371904160,0.57,0.67,0.57,0.67,0.6,0,0,0,40,27.0,40.0,7,0,0,0,0,0,0.0,1,0,0,0.0,15.0
198292845,0.47,0.7,0.6,0.8,0.63,0,0,0,0,8.0,21.0,44,0,0,0,0,0,0.0,1,42,0,16.0,1551.0
198292845,0.47,0.7,0.6,0.8,0.63,0,0,0,0,8.0,21.0,44,0,0,0,0,0,0.0,1,42,0,16.0,1551.0
198292845,0.43,0.6,0.77,0.8,0.5,0,0,0,0,8.0,21.0,44,0,0,0,0,0,0.0,1,42,0,16.0,1551.0
198292845,0.43,0.6,0.77,0.8,0.5,0,0,0,0,8.0,21.0,44,0,0,0,0,0,0.0,1,42,0,16.0,1551.0
301021870,0.43,0.53,0.6,0.73,0.57,0,0,0,899,0.0,47.0,12,0,0,0,0,0,0.0,2,1,0,0.0,2.0
554681608,0.7,0.87,0.7,0.77,0.63,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0.0,1,85,0,0.0,0.0
484645189,0.67,0.87,0.47,0.8,0.83,0,0,0,18,2.0,4.0,9,0,0,0,0,0,0.0,2,0,0,0.0,7.0
327857876,0.63,0.73,0.53,0.7,0.77,0,0,1,113,53.0,484.0,68,1,0,1,4,0,0.0,2,9,0,0.0,62.0
327857876,0.63,0.73,0.53,0.7,0.77,0,0,1,113,53.0,484.0,68,1,0,1,4,0,0.0,2,9,0,0.0,62.0
327857876,0.67,0.8,0.5,0.73,0.8,0,0,1,113,53.0,484.0,68,1,0,1,4,0,0.0,2,9,0,0.0,62.0
327857876,0.67,0.8,0.5,0.73,0.8,0,0,1,113,53.0,484.0,68,1,0,1,4,0,0.0,2,9,0,0.0,62.0
333000859,0.57,0.7,0.57,0.8,0.5,967,0,0,0,391.0,9.0,48,0,0,0,0,0,0.0,2,0,0,34.0,0.0
549560784,0.7,0.77,0.37,0.77,0.7,0,0,0,155,0.0,0.0,0,0,1,0,0,0,0.0,2,9,0,0.0,0.0
477007119,0.67,0.73,0.9,0.57,0.67,0,0,0,0,1.0,30.0,7,0,0,0,0,0,0.0,2,0,0,12.0,6.0
421448711,0.83,0.73,0.67,0.5,0.6,0,0,0,13664,60.0,115.0,60,0,0,0,0,0,7.0,1,41,0,6.0,26.0
259094439,0.77,0.57,0.67,0.7,0.8,0,0,0,1100,180.0,86.0,110,0,0,0,0,0,0.0,1,18,0,66.0,0.0
405776873,0.7,0.67,0.67,0.67,0.63,0,0,0,0,257.0,44.0,19,0,0,0,0,0,0.0,1,29,0,9.0,2.0
360086649,0.63,0.4,0.73,0.8,0.83,0,0,0,0,0.0,3.0,1,0,0,0,0,0,0.0,1,0,0,0.0,0.0
360086649,0.63,0.4,0.73,0.8,0.83,0,0,0,0,0.0,3.0,1,0,0,0,0,0,0.0,1,0,0,0.0,0.0
360086649,0.63,0.4,0.73,0.8,0.83,0,0,0,0,0.0,3.0,1,0,0,0,0,0,0.0,1,0,0,0.0,0.0
360086649,0.63,0.4,0.73,0.8,0.83,0,0,0,0,0.0,3.0,1,0,0,0,0,0,0.0,1,0,0,0.0,0.0
360086649,0.47,0.33,0.67,0.83,0.77,0,0,0,0,0.0,3.0,1,0,0,0,0,0,0.0,1,0,0,0.0,0.0
360086649,0.47,0.33,0.67,0.83,0.77,0,0,0,0,0.0,3.0,1,0,0,0,0,0,0.0,1,0,0,0.0,0.0
360086649,0.47,0.33,0.67,0.83,0.77,0,0,0,0,0.0,3.0,1,0,0,0,0,0,0.0,1,0,0,0.0,0.0
360086649,0.47,0.33,0.67,0.83,0.77,0,0,0,0,0.0,3.0,1,0,0,0,0,0,0.0,1,0,0,0.0,0.0
360086649,0.67,0.3,0.9,0.93,0.7,0,0,0,0,0.0,3.0,1,0,0,0,0,0,0.0,1,0,0,0.0,0.0
360086649,0.67,0.3,0.9,0.93,0.7,0,0,0,0,0.0,3.0,1,0,0,0,0,0,0.0,1,0,0,0.0,0.0
360086649,0.67,0.3,0.9,0.93,0.7,0,0,0,0,0.0,3.0,1,0,0,0,0,0,0.0,1,0,0,0.0,0.0
360086649,0.67,0.3,0.9,0.93,0.7,0,0,0,0,0.0,3.0,1,0,0,0,0,0,0.0,1,0,0,0.0,0.0
360086649,0.67,0.33,0.9,0.73,0.67,0,0,0,0,0.0,3.0,1,0,0,0,0,0,0.0,1,0,0,0.0,0.0
360086649,0.67,0.33,0.9,0.73,0.67,0,0,0,0,0.0,3.0,1,0,0,0,0,0,0.0,1,0,0,0.0,0.0
360086649,0.67,0.33,0.9,0.73,0.67,0,0,0,0,0.0,3.0,1,0,0,0,0,0,0.0,1,0,0,0.0,0.0
360086649,0.67,0.33,0.9,0.73,0.67,0,0,0,0,0.0,3.0,1,0,0,0,0,0,0.0,1,0,0,0.0,0.0
534887217,0.63,0.73,0.67,0.7,0.67,0,0,0,0,1.0,7.0,14,0,0,0,0,0,0.0,2,0,0,0.0,2.0
432809368,0.8,0.47,0.63,0.27,0.73,0,0,0,0,21.0,26.0,16,0,0,0,0,0,0.0,1,0,0,0.0,1.0
13367662,0.43,0.6,0.5,0.3,0.67,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0.0,2,0,0,0.0,0.0
537353466,0.57,0.77,0.73,0.77,0.87,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0.0,2,23,0,0.0,0.0
397969992,0.77,0.7,0.7,0.63,0.53,0,0,0,139,159.0,86.0,31,0,0,0,0,0,0.0,2,17,0,9.0,1.0
191801062,0.43,0.63,0.57,1.0,0.53,0,0,0,0,184.0,11.0,42,0,0,0,0,0,0.0,1,26,0,33.0,0.0
473799379,0.67,0.63,0.77,0.7,0.8,0,0,0,0,57.0,27.0,329,0,0,0,0,0,0.0,2,51,0,412.0,1.0
253832894,0.47,0.7,0.53,0.87,0.83,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0.0,2,1,0,0.0,0.0
506675157,0.6,0.7,0.43,0.6,0.7,0,0,0,11,44.0,70.0,302,0,0,0,0,0,0.0,1,62,0,10.0,170.0
539293199,0.97,0.97,0.87,0.7,0.9,0,0,0,72,0.0,0.0,0,0,1,0,0,0,0.0,1,0,0,0.0,0.0
484648008,0.6,0.73,0.53,0.8,0.67,0,0,0,96,0.0,0.0,0,0,1,0,0,0,0.0,1,99,0,0.0,0.0
464781583,0.67,0.8,0.63,0.87,0.73,0,0,0,73,12.0,80.0,41,0,0,0,0,0,0.0,2,26,0,73.0,104.0
558317077,0.77,0.67,0.73,0.67,0.63,0,0,0,10560,10.0,58.0,23,0,0,0,0,0,0.0,1,0,0,36.0,50.0
477675015,0.7,0.7,0.67,0.87,0.83,5,0,0,0,245.0,48.0,91,0,0,0,0,0,0.0,1,24,0,14.0,5.0
234275661,0.63,0.5,0.77,0.6,0.63,0,0,0,1914764,107.0,50.0,119,0,0,0,0,0,0.0,2,0,0,464.0,2.0
529175733,0.53,0.77,0.6,0.73,0.8,0,0,0,0,0.0,29.0,130,0,0,0,0,0,0.0,2,1,0,78.0,31.0
291158629,0.8,0.67,0.63,0.43,0.77,0,0,0,60,106.0,73.0,99,0,0,0,0,0,0.0,1,62,0,12.0,2797.0
554190383,0.6,0.73,0.5,0.9,0.97,0,0,0,0,2.0,17.0,11,0,0,0,0,0,0.0,2,52,0,0.0,154.0
330591890,0.77,0.73,0.93,0.57,0.73,0,0,0,0,0.0,11.0,3,0,0,0,0,0,0.0,1,0,0,3.0,1.0
179294509,0.47,0.7,0.83,0.83,0.6,0,0,0,4644,20.0,15.0,15,0,0,0,0,0,0.0,1,0,0,1.0,72.0
235151030,0.73,0.77,0.67,0.93,0.87,0,0,0,0,84.0,105.0,46,0,0,0,0,0,0.0,1,37,0,786.0,6.0
304527514,0.47,0.87,0.93,0.5,0.7,0,0,0,104,2.0,8.0,1,0,0,0,0,0,0.0,2,0,0,49.0,52.0
433517140,0.63,0.7,0.53,0.8,0.93,0,0,0,0,5.0,87.0,86,0,0,0,0,0,6.0,1,54,0,23.0,88.0
525511351,0.67,0.7,0.7,0.47,0.73,0,0,0,0,8.0,53.0,44,0,0,0,0,0,0.0,2,0,0,1.0,24.0
334809460,0.6,0.67,0.5,0.7,0.6,30,1,1,0,19.0,64.0,25,6,0,3,3,0,6.0,2,0,3,8.0,78.0
334809460,0.6,0.67,0.5,0.7,0.6,30,1,1,0,19.0,64.0,25,6,0,3,3,0,6.0,2,0,3,8.0,78.0
334809460,0.6,0.67,0.5,0.7,0.6,30,1,1,0,19.0,64.0,25,6,0,3,3,0,6.0,2,0,3,8.0,78.0
334809460,0.63,0.67,0.6,0.73,0.57,30,1,1,0,19.0,64.0,25,6,0,3,3,0,6.0,2,0,3,8.0,78.0
334809460,0.63,0.67,0.6,0.73,0.57,30,1,1,0,19.0,64.0,25,6,0,3,3,0,6.0,2,0,3,8.0,78.0
334809460,0.63,0.67,0.6,0.73,0.57,30,1,1,0,19.0,64.0,25,6,0,3,3,0,6.0,2,0,3,8.0,78.0
334809460,0.63,0.8,0.47,0.73,0.67,30,1,1,0,19.0,64.0,25,6,0,3,3,0,6.0,2,0,3,8.0,78.0
334809460,0.63,0.8,0.47,0.73,0.67,30,1,1,0,19.0,64.0,25,6,0,3,3,0,6.0,2,0,3,8.0,78.0
334809460,0.63,0.8,0.47,0.73,0.67,30,1,1,0,19.0,64.0,25,6,0,3,3,0,6.0,2,0,3,8.0,78.0
140929038,0.77,0.83,0.83,0.77,0.73,0,0,0,0,1.0,5.0,1,0,0,0,0,0,0.0,2,0,0,2.0,3.0
140929038,0.77,0.83,0.83,0.77,0.73,0,0,0,0,1.0,5.0,1,0,0,0,0,0,0.0,2,0,0,2.0,3.0
140929038,0.67,0.77,0.9,0.77,0.73,0,0,0,0,1.0,5.0,1,0,0,0,0,0,0.0,2,0,0,2.0,3.0
140929038,0.67,0.77,0.9,0.77,0.73,0,0,0,0,1.0,5.0,1,0,0,0,0,0,0.0,2,0,0,2.0,3.0
555404234,0.53,0.67,0.53,0.33,0.5,0,0,0,21611,0.0,0.0,0,0,1,0,0,0,0.0,2,16,0,0.0,0.0
565274474,0.67,0.63,0.77,0.83,0.73,0,0,0,74,12.0,25.0,19,0,0,0,0,0,0.0,2,7,0,0.0,4.0
496331420,0.6,0.53,0.73,0.77,0.67,0,0,0,1152630,19.0,34.0,5,0,0,0,0,0,0.0,1,71,0,6.0,188.0
513950269,0.67,0.6,0.4,1.0,0.8,0,0,0,44,65.0,79.0,21,0,0,0,0,0,0.0,1,8,0,45.0,8.0
457106109,0.63,0.67,0.7,0.6,0.8,0,0,0,152,0.0,0.0,0,0,1,0,0,0,0.0,2,21,0,0.0,0.0
467058706,0.67,0.77,0.67,0.83,0.8,0,0,0,1,0.0,0.0,0,0,1,0,0,0,0.0,2,62,0,0.0,0.0
468358150,0.53,0.6,0.67,0.63,0.57,0,0,0,0,1.0,26.0,4,0,0,0,0,0,0.0,1,0,0,0.0,7.0
264853376,0.5,0.8,0.67,0.8,0.7,0,0,0,6867,4.0,30.0,7,0,0,0,0,0,4.0,1,0,0,2.0,31.0
490852926,0.5,0.6,0.87,0.9,0.6,44,0,0,7434,0.0,25.0,10,2,0,0,0,22,0.0,2,0,0,5.0,50.0
482698716,0.9,0.73,0.83,0.73,0.9,0,0,0,0,17.0,236.0,93,1,0,0,0,0,3.0,1,15,0,32.0,23.0
474971107,0.77,0.73,0.57,0.97,0.6,0,0,0,312,124.0,58.0,148,0,0,0,0,0,7.0,1,50,0,42.0,19.0
563659259,1.0,0.87,0.97,1.0,1.0,0,0,0,0,5.0,6.0,37,0,0,0,0,0,0.0,1,0,0,0.0,65.0
183936943,0.6,0.93,1.0,0.67,0.93,0,0,0,3255,0.0,0.0,0,0,1,0,0,0,0.0,2,37,0,0.0,0.0
297720446,0.57,0.53,0.5,0.37,0.43,0,0,0,1129456,11.0,295.0,387,0,0,0,0,0,1.0,2,0,0,8.0,22.0
552686476,0.57,0.73,0.77,0.77,0.8,0,0,0,39,18.0,70.0,22,0,0,0,0,0,7.0,1,0,0,0.0,3.0
519726072,0.7,0.7,0.53,0.6,0.77,0,0,1,1638,1.0,63.0,69,10,0,0,1,0,0.0,1,36,15,3.0,58.0
292045003,0.43,0.6,0.6,0.97,0.6,0,0,0,0,41.0,31.0,27,0,0,0,0,0,0.0,1,5,0,28.0,2.0
556709404,0.8,0.83,0.67,0.8,0.8,0,0,0,3653,58.0,77.0,108,0,0,0,0,0,0.0,1,0,0,31.0,9.0
412648727,0.93,1.0,1.0,1.0,1.0,0,0,0,56,20.0,42.0,46,0,0,0,0,0,0.0,2,0,0,2.0,41.0
406850611,0.7,0.73,0.63,0.8,0.77,0,0,0,0,0.0,3.0,1,0,0,0,0,0,0.0,2,4,0,0.0,16.0
283170786,0.47,0.63,0.77,0.63,0.77,0,0,0,0,1.0,0.0,2,0,0,0,0,0,0.0,2,0,0,0.0,0.0
260750223,0.63,0.8,0.73,0.7,0.77,0,0,0,0,73.0,146.0,7,0,0,0,0,0,0.0,2,53,0,20.0,166.0
299731465,0.57,0.57,0.67,0.7,0.73,0,0,0,1150999,130.0,4.0,9,3,0,0,0,15,5.0,2,21,0,11.0,137.0
258779891,0.4,0.67,0.57,0.23,0.47,0,0,0,223,38.0,42.0,16,0,0,0,0,0,0.0,2,0,0,0.0,0.0
132964370,0.57,0.8,0.6,0.97,0.83,0,0,0,1155422,273.0,77.0,87,0,0,0,0,0,0.0,1,11,0,47.0,27.0
171137346,0.67,0.7,0.5,0.6,0.53,0,0,0,1,22.0,41.0,83,0,0,0,0,0,0.0,2,20,0,94.0,0.0
372817678,0.6,0.67,0.6,0.53,0.73,0,0,0,94,0.0,0.0,0,0,1,0,0,0,0.0,1,19,0,0.0,0.0
373125259,0.73,0.73,0.6,0.67,0.77,0,0,0,2,59.0,78.0,115,0,0,0,0,0,0.0,1,31,0,97.0,658.0
436266459,0.57,0.77,0.73,0.7,0.77,0,0,0,0,61.0,81.0,32,0,0,0,0,0,0.0,1,125,0,2.0,1.0
260931604,0.7,0.77,0.8,0.73,0.63,0,0,0,0,25.0,175.0,413,0,0,0,0,0,0.0,2,24,0,43.0,590.0
239161410,0.6,0.67,0.8,0.53,0.73,0,0,0,151,13.0,2.0,1,0,0,0,0,0,0.0,2,0,0,1.0,362.0
542541056,0.57,0.7,0.7,0.8,0.57,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0.0,2,58,0,0.0,0.0
547226863,0.53,0.8,0.67,0.83,0.8,0,0,0,15732,15.0,98.0,246,0,0,0,0,0,0.0,1,36,0,883.0,3.0
381968623,0.9,0.87,0.9,0.87,0.93,67,1,0,1136802,31.0,157.0,56,3,0,1,1,94,0.0,1,9,56,22.0,2.0
127758740,0.63,0.67,0.67,0.63,0.8,0,0,0,135,68.0,90.0,204,0,0,0,0,0,0.0,2,35,0,51.0,4297.0
291433083,0.67,0.83,0.87,1.0,0.87,0,0,0,0,8.0,16.0,3,0,0,0,0,0,0.0,1,0,0,0.0,9.0
83317679,0.53,0.8,0.5,0.8,0.63,0,0,0,99,77.0,95.0,22,0,0,0,0,0,0.0,2,79,0,208.0,18.0
541266769,0.53,0.6,0.57,1.0,0.57,0,0,0,1277,107.0,67.0,206,0,0,0,0,0,0.0,1,14,0,55.0,5.0
303208699,0.67,0.7,0.63,0.73,0.7,15,1,1,0,99.0,15.0,10,1,0,1,1,5,0.0,2,19,4,25.0,4.0
556046831,0.5,0.7,0.67,0.53,0.67,0,0,0,4636477,0.0,0.0,0,0,1,0,0,0,0.0,1,7,0,0.0,0.0
544286255,0.4,0.47,0.47,0.77,0.57,0,0,0,3369,0.0,0.0,0,0,1,0,0,0,0.0,2,57,0,0.0,0.0
301872233,0.97,0.57,0.57,0.6,0.93,0,0,0,1,71.0,157.0,345,0,0,0,0,0,0.0,1,53,0,47.0,1417.0
502410437,0.6,0.73,0.7,0.7,0.67,0,0,0,0,1.0,42.0,30,0,0,0,0,0,0.0,2,18,0,10.0,3.0
523100238,0.6,0.6,0.73,0.7,0.57,0,0,0,0,0.0,0.0,16,0,0,0,0,0,0.0,1,0,0,0.0,1.0
523100238,0.6,0.6,0.73,0.7,0.57,0,0,0,0,0.0,0.0,16,0,0,0,0,0,0.0,1,0,0,0.0,1.0
523100238,0.6,0.6,0.73,0.7,0.57,0,0,0,0,0.0,0.0,16,0,0,0,0,0,0.0,1,0,0,0.0,1.0
523100238,0.47,0.77,0.8,0.4,0.7,0,0,0,0,0.0,0.0,16,0,0,0,0,0,0.0,1,0,0,0.0,1.0
523100238,0.47,0.77,0.8,0.4,0.7,0,0,0,0,0.0,0.0,16,0,0,0,0,0,0.0,1,0,0,0.0,1.0
523100238,0.47,0.77,0.8,0.4,0.7,0,0,0,0,0.0,0.0,16,0,0,0,0,0,0.0,1,0,0,0.0,1.0
523100238,0.63,0.73,0.77,0.67,0.63,0,0,0,0,0.0,0.0,16,0,0,0,0,0,0.0,1,0,0,0.0,1.0
523100238,0.63,0.73,0.77,0.67,0.63,0,0,0,0,0.0,0.0,16,0,0,0,0,0,0.0,1,0,0,0.0,1.0
523100238,0.63,0.73,0.77,0.67,0.63,0,0,0,0,0.0,0.0,16,0,0,0,0,0,0.0,1,0,0,0.0,1.0
540221368,0.63,0.3,0.57,0.57,0.83,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0.0,2,12,0,0.0,0.0
549094193,0.8,0.73,0.73,0.5,0.9,29,1,6,104,54.0,2969.0,280,3,0,3,3,96,0.0,2,111,81,9.0,363.0
332563151,0.8,0.9,0.77,0.7,0.9,0,0,0,5915,114.0,93.0,82,0,0,0,0,0,0.0,1,0,0,0.0,2.0
332563151,0.8,0.9,0.77,0.7,0.9,0,0,0,5915,114.0,93.0,82,0,0,0,0,0,0.0,1,0,0,0.0,2.0
332563151,0.5,0.87,0.8,0.93,0.7,0,0,0,5915,114.0,93.0,82,0,0,0,0,0,0.0,1,0,0,0.0,2.0
332563151,0.5,0.87,0.8,0.93,0.7,0,0,0,5915,114.0,93.0,82,0,0,0,0,0,0.0,1,0,0,0.0,2.0
390403627,0.63,0.8,0.57,0.57,0.63,0,0,0,122,17.0,76.0,14,0,0,0,0,0,4.0,1,37,0,3.0,2.0
554259009,0.6,0.83,0.67,0.73,0.87,0,0,0,0,2.0,63.0,121,0,0,0,0,0,0.0,2,8,0,1.0,11.0
155030232,0.8,0.8,0.63,0.77,0.73,0,0,0,0,264.0,17.0,77,0,0,0,0,0,0.0,2,0,0,0.0,2.0
367573348,0.4,0.73,0.6,0.47,0.53,0,0,0,0,2.0,12.0,2,0,0,0,0,0,0.0,1,0,0,2.0,2.0
454348752,0.57,0.57,0.7,0.9,0.73,0,0,0,0,0.0,102.0,314,0,0,0,0,0,0.0,1,65,0,135.0,1.0
548993982,0.63,0.8,0.73,0.93,0.67,0,0,0,2,0.0,0.0,0,0,1,0,0,0,0.0,2,0,0,0.0,0.0
562680822,0.67,0.77,0.8,0.57,0.57,0,0,0,1142300,3.0,20.0,3,0,0,0,0,0,0.0,2,0,0,0.0,6.0
480985914,0.63,0.7,0.7,0.8,0.87,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0.0,1,0,0,0.0,0.0
314606456,0.57,0.87,0.87,0.63,0.7,0,0,0,55,0.0,26.0,29,0,0,0,0,0,0.0,2,26,0,4.0,12.0
558655748,0.87,0.57,0.7,0.8,0.6,0,0,0,0,27.0,93.0,191,0,0,0,0,0,0.0,1,7,0,35.0,4.0
419720530,0.63,0.73,0.8,0.5,0.67,0,0,0,0,10.0,57.0,150,0,0,0,0,0,0.0,2,0,0,0.0,31.0
419717420,0.63,0.83,0.63,0.73,0.63,0,0,0,0,2.0,42.0,6,0,0,0,0,0,0.0,2,0,0,1.0,6.0
506506951,0.73,0.83,0.7,0.7,0.73,0,0,0,99,74.0,97.0,82,0,0,0,0,0,0.0,1,1,0,34.0,139.0
506506951,0.73,0.83,0.7,0.7,0.73,0,0,0,99,74.0,97.0,82,0,0,0,0,0,0.0,1,1,0,34.0,139.0
506506951,0.6,0.67,0.53,0.7,0.7,0,0,0,99,74.0,97.0,82,0,0,0,0,0,0.0,1,1,0,34.0,139.0
506506951,0.6,0.67,0.53,0.7,0.7,0,0,0,99,74.0,97.0,82,0,0,0,0,0,0.0,1,1,0,34.0,139.0
